PaleoDB_taxon_no,taxon_name,phylum,class,order,family,fad_int,fad_age,lad_int,lad_age,size_ref,range_ref,log10_volume,log10_max_length
33117,Cubanaster,Echinodermata,Echinoidea,Clypeasteroida,Neolaganidae,Lutetian,47.8,Priabonian,33.9,53,24,4.605299831,1.738483266
33150,Neolaganum,Echinodermata,Echinoidea,Clypeasteroida,Neolaganidae,Lutetian,47.8,Priabonian,33.9,53,24,2.996395859,1.470410491
33151,Neorumphia,Echinodermata,Echinoidea,Clypeasteroida,Neolaganidae,Chattian,28.1,Chattian,23.03,53,24,5.146729076,1.935675174
33169,Sanchezella,Echinodermata,Echinoidea,Clypeasteroida,Neolaganidae,Priabonian,38,Priabonian,33.9,53,24,4.59957021,1.736396502
33186,Wythella,Echinodermata,Echinoidea,Clypeasteroida,,Lutetian,47.8,Priabonian,33.9,53,24,5.289848843,1.987800286
33110,Abertella,Echinodermata,Echinoidea,Clypeasteroida,Abertellidae,Aquitanian,23.03,Serravallian,11.62,53,24,4.980699053,1.875206004
33112,Amphiope,Echinodermata,Echinoidea,Clypeasteroida,Astriclypeidae,Priabonian,38,Serravallian,11.62,53,24,4.67481802,1.763802224
33114,Astriclypeus,Echinodermata,Echinoidea,Clypeasteroida,Astriclypeidae,Aquitanian,23.03,Holocene,0,53,24,5.466336059,2.05207803
33123,Echinodiscus,Echinodermata,Echinoidea,Clypeasteroida,Astriclypeidae,Rupelian,33.9,Holocene,0,53,24,5.282097303,1.984977126
33119,Dendraster,Echinodermata,Echinoidea,Clypeasteroida,Dendrasteridae,Zanclean,5.333,Holocene,0,53,24,4.162491646,1.941362336
33170,Scaphechinus,Echinodermata,Echinoidea,Clypeasteroida,Dendrasteridae,Aquitanian,23.03,Holocene,0,53,24,5.053714699,1.901798758
33173,Scutellaster,Echinodermata,Echinoidea,Clypeasteroida,Dendrasteridae,Tortonian,11.62,Gelasian,1.806,53,24,5.22058033,1.962572261
33115,Astrodapsis,Echinodermata,Echinoidea,Clypeasteroida,Echinarachniidae,Langhian,15.97,Messinian,5.333,53,24,4.494236225,1.815245592
33121,Echinarachnius,Echinodermata,Echinoidea,Clypeasteroida,Echinarachniidae,Langhian,15.97,Holocene,0,53,24,5.211213182,1.959160688
33138,Kewia,Echinodermata,Echinoidea,Clypeasteroida,Echinarachniidae,Priabonian,38,Zanclean,3.6,53,24,3.170516378,1.418798291
33152,Nipponaster,Echinodermata,Echinoidea,Clypeasteroida,Echinarachniidae,Aquitanian,23.03,Zanclean,3.6,53,24,3.314260437,1.379486814
33152,Nipponaster,Echinodermata,Echinoidea,Clypeasteroida,Echinarachniidae,Campanian,83.6,Maastrichtian,66,53,24,3.314260437,1.379486814
33163,Remondella,Echinodermata,Echinoidea,Clypeasteroida,Echinarachniidae,Tortonian,11.62,Zanclean,3.6,53,24,3.978529979,1.510209777
33179,Tenuirachnius,Echinodermata,Echinoidea,Clypeasteroida,Echinarachniidae,Tortonian,11.62,Messinian,5.333,53,24,4.323873694,1.635986112
33183,Vaquerosella,Echinodermata,Echinoidea,Clypeasteroida,Echinarachniidae,Aquitanian,23.03,Burdigalian,15.97,53,24,4.633010369,1.748575617
33125,Eoscutella,Echinodermata,Echinoidea,Clypeasteroida,Eoscutellidae,Priabonian,38,Priabonian,33.9,53,24,5.126139463,1.928176308
33118,Cyamidia,Echinodermata,Echinoidea,Clypeasteroida,Fibulariidae,Lutetian,47.8,Priabonian,33.9,53,24,2.088178069,0.821731822
33122,Echinocyamus,Echinodermata,Echinoidea,Clypeasteroida,Fibulariidae,Maastrichtian,72.1,Holocene,0,53,24,2.56837107,0.996621108
33126,Eoscutum,Echinodermata,Echinoidea,Clypeasteroida,Fibulariidae,Lutetian,47.8,Priabonian,33.9,53,24,2.36746886,0.92345127
33128,Fibularia,Echinodermata,Echinoidea,Clypeasteroida,Fibulariidae,Ypresian,56,Holocene,0,53,24,2.295355342,0.897187077
33129,Fibulaster,Echinodermata,Echinoidea,Clypeasteroida,Fibulariidae,Ypresian,56,Priabonian,33.9,53,24,2.714831971,1.049963081
33140,Lenicyamidia,Echinodermata,Echinoidea,Clypeasteroida,Fibulariidae,Ypresian,56,Ypresian,47.8,53,24,2.539921908,0.986259745
33159,Porpitella,Echinodermata,Echinoidea,Clypeasteroida,Fibulariidae,Thanetian,59.2,Bartonian,38,53,24,3.25141309,1.245389271
33178,Tarphypygus,Echinodermata,Echinoidea,Clypeasteroida,Fibulariidae,Lutetian,47.8,Priabonian,33.9,53,24,3.941310582,1.51295108
33180,Thagastea,Echinodermata,Echinoidea,Clypeasteroida,Fibulariidae,Ypresian,56,Priabonian,33.9,53,24,3.233465682,1.236285277
33181,Togocyamus,Echinodermata,Echinoidea,Clypeasteroida,Fibulariidae,Thanetian,59.2,Thanetian,56,53,24,1.280309392,0.527501011
33130,Fibulina,Echinodermata,Echinoidea,Clypeasteroida,Laganidae,Priabonian,38,Priabonian,33.9,53,24,3.144047474,1.206286044
33134,Hupea,Echinodermata,Echinoidea,Clypeasteroida,Laganidae,Zanclean,5.333,Holocene,0,53,24,4.309914962,1.630902255
33136,Jacksonaster,Echinodermata,Echinoidea,Clypeasteroida,Laganidae,Lutetian,47.8,Holocene,0,53,24,4.63433929,1.749059618
33139,Laganum,Echinodermata,Echinoidea,Clypeasteroida,Laganidae,Priabonian,38,Holocene,0,53,24,4.779942617,1.802089258
33157,Peronella,Echinodermata,Echinoidea,Clypeasteroida,Laganidae,Ypresian,56,Holocene,0,53,24,4.127400439,1.564429327
33166,Rumphia,Echinodermata,Echinoidea,Clypeasteroida,Laganidae,Chattian,28.1,Holocene,0,53,24,5.22539828,1.964326989
33177,Sismondia,Echinodermata,Echinoidea,Clypeasteroida,Laganidae,Ypresian,56,Serravallian,11.62,53,24,3.68279282,1.491921713
33124,Encope,Echinodermata,Echinoidea,Clypeasteroida,Mellitidae,Aquitanian,23.03,Holocene,0,53,24,5.392640298,2.025237575
33143,Leodia,Echinodermata,Echinoidea,Clypeasteroida,Mellitidae,Tortonian,11.62,Holocene,0,53,24,5.17586998,1.946288473
33144,Mellita,Echinodermata,Echinoidea,Clypeasteroida,Mellitidae,Aquitanian,23.03,Holocene,0,53,24,4.553334368,1.890740294
33145,Mellitella,Echinodermata,Echinoidea,Clypeasteroida,Mellitidae,Aquitanian,23.03,Holocene,0,53,24,5.033929728,1.894592948
33135,Iheringiella,Echinodermata,Echinoidea,Clypeasteroida,Monophorasteridae,Ypresian,56,Burdigalian,15.97,53,24,4.762321414,1.795671506
33147,Monophoraster,Echinodermata,Echinoidea,Clypeasteroida,Monophorasteridae,Aquitanian,23.03,Burdigalian,15.97,53,24,4.749945511,1.791164125
33149,Mortonella,Echinodermata,Echinoidea,Clypeasteroida,Protoscutellidae,Priabonian,38,Priabonian,33.9,53,24,4.483235841,1.828659897
33156,Periarchus,Echinodermata,Echinoidea,Clypeasteroida,Protoscutellidae,Lutetian,47.8,Priabonian,33.9,53,24,4.279857764,1.841538229
33161,Protoscutella,Echinodermata,Echinoidea,Clypeasteroida,Protoscutellidae,Lutetian,47.8,Priabonian,33.9,53,24,4.639111182,1.750797571
33132,Heliophora,Echinodermata,Echinoidea,Clypeasteroida,Rotulidae,Aquitanian,23.03,Holocene,0,53,24,4.643336891,1.752336601
33164,Rotula,Echinodermata,Echinoidea,Clypeasteroida,Rotulidae,Aquitanian,23.03,Holocene,0,53,24,5.180807632,1.948086796
33165,Rotuloidea,Echinodermata,Echinoidea,Clypeasteroida,Rotulidae,Aquitanian,23.03,Zanclean,3.6,53,24,4.322494352,1.635483747
33171,Scutaster,Echinodermata,Echinoidea,Clypeasteroida,Scutasteridae,Aquitanian,23.03,Burdigalian,15.97,53,24,5.194170951,1.952953801
33153,Parascutella,Echinodermata,Echinoidea,Clypeasteroida,Scutellidae,Langhian,15.97,Serravallian,11.62,53,24,5.43343017,2.040093501
33154,Parmulechinus,Echinodermata,Echinoidea,Clypeasteroida,Scutellidae,Rupelian,33.9,Burdigalian,15.97,53,24,5.078993162,1.911005332
33172,Scutella,Echinodermata,Echinoidea,Clypeasteroida,Scutellidae,Rupelian,33.9,Messinian,5.333,53,24,5.044190144,2.218902951
33168,Samlandaster,Echinodermata,Echinoidea,Clypeasteroida,,Priabonian,38,Priabonian,33.9,53,24,4.229977335,1.601788472
33176,Scutulum,Echinodermata,Echinoidea,Clypeasteroida,,Rupelian,33.9,Rupelian,28.1,53,24,3.607264588,1.374992606
33206,Conoclypus,Echinodermata,Echinoidea,Clypeasteroida,Conoclypeidae,Ypresian,56,Serravallian,11.62,53,24,5.142215139,2.22976714
33235,Oviclypeus,Echinodermata,Echinoidea,Clypeasteroida,Conoclypeidae,Ypresian,56,Priabonian,33.9,53,24,5.868797746,2.198657087
33194,Australanthus,Echinodermata,Echinoidea,Clypeasteroida,Faujasiidae,Priabonian,38,Priabonian,33.9,53,24,4.382619679,1.756429643
33208,Domechinus,Echinodermata,Echinoidea,Clypeasteroida,Faujasiidae,Maastrichtian,72.1,Maastrichtian,66,53,24,3.79248333,1.535557934
33213,Eurypetalum,Echinodermata,Echinoidea,Clypeasteroida,Faujasiidae,Coniacian,89.8,Maastrichtian,66,53,24,3.636309759,1.524903432
33214,Faujasia,Echinodermata,Echinoidea,Clypeasteroida,Faujasiidae,Albian,113,Maastrichtian,66,53,24,3.696911703,1.489337741
33215,Fauraster,Echinodermata,Echinoidea,Clypeasteroida,Faujasiidae,Maastrichtian,72.1,Maastrichtian,66,53,24,3.186417143,1.418488956
33219,Gongrochanus,Echinodermata,Echinoidea,Clypeasteroida,Faujasiidae,Santonian,86.3,Santonian,83.6,53,24,4.758178278,1.805274538
33227,Lefortia,Echinodermata,Echinoidea,Clypeasteroida,Faujasiidae,Santonian,86.3,Maastrichtian,66,53,24,3.275037674,1.404257913
33237,Petalobrissus,Echinodermata,Echinoidea,Clypeasteroida,Faujasiidae,Cenomanian,100.5,Maastrichtian,66,53,24,3.379077394,1.399081284
33247,Pygidiolampas,Echinodermata,Echinoidea,Clypeasteroida,Faujasiidae,Campanian,83.6,Campanian,72.1,53,24,4.235577027,1.714320022
33250,Pygurostoma,Echinodermata,Echinoidea,Clypeasteroida,Faujasiidae,Coniacian,89.8,Maastrichtian,66,53,24,5.12120371,1.926378676
33256,Stigmatopygus,Echinodermata,Echinoidea,Clypeasteroida,Faujasiidae,Cenomanian,100.5,Priabonian,33.9,53,24,4.676453605,1.870797681
33104,Haimea,Echinodermata,Echinoidea,Clypeasteroida,Oligopygidae,Ypresian,56,Priabonian,33.9,53,24,3.766722573,1.405004665
33105,Microlampas,Echinodermata,Echinoidea,Clypeasteroida,Oligopygidae,Ypresian,56,Ypresian,47.8,53,24,3.075399787,1.189770956
33106,Oligopygus,Echinodermata,Echinoidea,Clypeasteroida,Oligopygidae,Lutetian,47.8,Priabonian,33.9,53,24,4.284078521,1.664104482
33108,Protolampas,Echinodermata,Echinoidea,Clypeasteroida,Oligopygidae,Danian,66,Danian,61.6,53,24,3.48463029,1.344588743
33142,Lenita,Echinodermata,Echinoidea,Clypeasteroida,,Lutetian,47.8,Bartonian,38,53,24,3.342602959,1.27860119
33160,Proescutella,Echinodermata,Echinoidea,Clypeasteroida,,Lutetian,47.8,Bartonian,38,53,24,3.984385494,1.711807229
33167,Runa,Echinodermata,Echinoidea,Clypeasteroida,,Zanclean,5.333,Zanclean,3.6,53,24,3.440358603,1.314204406
33174,Scutellina,Echinodermata,Echinoidea,Clypeasteroida,,Ypresian,56,Priabonian,33.9,53,24,3.109692364,1.193773699
33182,Tournoueraster,Echinodermata,Echinoidea,Clypeasteroida,,Rupelian,33.9,Rupelian,28.1,53,24,1.442542456,0.586587305
33191,Arnaudaster,Echinodermata,Echinoidea,Echinolampadoida,Echinolampadidae,Cenomanian,100.5,Cenomanian,93.3,53,24,4.548154288,1.717670503
33210,Echinolampas,Echinodermata,Echinoidea,Echinolampadoida,Echinolampadidae,Thanetian,59.2,Holocene,0,53,24,5.177723268,1.938180101
33236,Parapygus,Echinodermata,Echinoidea,Echinolampadoida,Echinolampadidae,Cenomanian,100.5,Maastrichtian,66,53,24,4.587810241,1.732113448
33241,Plesiolampas,Echinodermata,Echinoidea,Echinolampadoida,Echinolampadidae,Thanetian,59.2,Ypresian,47.8,53,24,4.281341025,1.757722315
33252,Rhyncholampas,Echinodermata,Echinoidea,Echinolampadoida,Echinolampadidae,Thanetian,59.2,Holocene,0,53,24,4.625836384,1.847430796
36552,Eurhinosaurus,Chordata,Reptilia,Ichthyosauria,Leptonectidae,Sinemurian,199.3,Toarcian,174.1,82,24,9.802093836,3.77815125
150185,Leptonectes,Chordata,Reptilia,Ichthyosauria,Leptonectidae,Rhaetian,208.5,Toarcian,174.1,82,24,8.141207885,3.240299582
36576,Temnodontosaurus,Chordata,Reptilia,Ichthyosauria,,Sinemurian,199.3,Toarcian,174.1,82,24,10.73167446,4.079181246
35180,Mesturus,Chordata,Actinopterygii,Pycnodontiformes,Mesturidae,Toarcian,182.7,Kimmeridgian,152.1,58,24,5.356396699,2.447158031
35171,Brembodus,Chordata,Actinopterygii,Pycnodontiformes,Brembodontidae,Norian,228,Norian,208.5,58,24,4.492172797,2.146128036
35175,Gibbodon,Chordata,Actinopterygii,Pycnodontiformes,Brembodontidae,Norian,228,Norian,208.5,58,24,3.435752049,1.77815125
35172,Coccodus,Chordata,Actinopterygii,Pycnodontiformes,Pycnodontidae,Cenomanian,100.5,Cenomanian,93.3,58,24,4.299975951,2.079181246
35173,Coelodus,Chordata,Actinopterygii,Pycnodontiformes,Pycnodontidae,Kimmeridgian,157.3,Turonian,89.8,58,24,5.669738427,2.556302501
35182,Nursallia,Chordata,Actinopterygii,Pycnodontiformes,Pycnodontidae,Santonian,86.3,Bartonian,38,58,24,5.483300536,2.491361694
35185,Proscinetes,Chordata,Actinopterygii,Pycnodontiformes,Pycnodontidae,Bathonian,168.3,Tithonian,145,58,24,5.164199852,2.380211242
35174,Eomesodon,Chordata,Actinopterygii,Pycnodontiformes,,Norian,228,Tithonian,145,58,24,5.861935273,2.62324929
34572,Heterodontus,Chordata,Chondrichthyes,Heterodontiformes,Heterodontidae,Toarcian,182.7,Holocene,0,100,24,7.567917396,3.217483944
34525,Heptranchias,Chordata,Chondrichthyes,Hexanchiformes,Hexanchidae,Danian,66,Holocene,0,100,24,7.363062456,3.146128036
34526,Hexanchus,Chordata,Chondrichthyes,Hexanchiformes,Hexanchidae,Sinemurian,199.3,Holocene,0,100,24,8.745546146,3.683047038
34633,Squalicorax,Chordata,Chondrichthyes,Lamniformes,Anacoracidae,Albian,113,Maastrichtian,66,58,24,7.730621924,3.274157849
34622,Palaeocarcharias,Chordata,Chondrichthyes,Lamniformes,,Tithonian,152.1,Tithonian,145,58,24,6.755497271,2.934498451
34587,Nebrius,Chordata,Chondrichthyes,Orectolobiformes,Ginglymostomatidae,Danian,66,Holocene,0,100,24,8.393774839,3.505149978
34585,Hemiscyllium,Chordata,Chondrichthyes,Orectolobiformes,Hemiscylliidae,Thanetian,59.2,Holocene,0,100,24,7.027902573,3.029383778
34596,Rhincodon,Chordata,Chondrichthyes,Orectolobiformes,Rhincodontidae,Langhian,15.97,Holocene,0,100,24,10.50617305,4.301029996
34578,Brachaelurus,Chordata,Chondrichthyes,Orectolobiformes,,Barremian,129.4,Holocene,0,100,24,7.191474535,3.086359831
34594,Phorcynis,Chordata,Chondrichthyes,Orectolobiformes,,Kimmeridgian,157.3,Kimmeridgian,152.1,58,24,5.801103134,2.602059991
34565,Pliotrema,Chordata,Chondrichthyes,Pristiophoriformes,,Aquitanian,23.03,Holocene,0,100,24,7.605138415,3.230448921
34566,Pristiophorus,Chordata,Chondrichthyes,Pristiophoriformes,,Santonian,86.3,Holocene,0,100,24,7.336054652,3.136720567
34693,Micropristis,Chordata,Chondrichthyes,Sclerorhynchiformes,Sclerorhynchidae,Cenomanian,100.5,Campanian,72.1,58,24,6.151971435,2.72427587
34648,Macrourogaleus,Chordata,Chondrichthyes,Synechodontiformes,Paleospinacidae,Tithonian,152.1,Tithonian,145,58,24,4.299975951,2.079181246
36588,Dakosaurus,Chordata,Reptilia,,Metriorhynchidae,Oxfordian,163.5,Hauterivian,129.4,89,24,9.557582149,3.698970004
36598,Metriorhynchus,Chordata,Reptilia,,Metriorhynchidae,Callovian,166.1,Tithonian,145,73,24,8.87251321,3.477121255
201775,Paragnathodus,Chordata,Conodonta,Conodontophorida,Idiognathodontidae,Visean,346.7,Moscovian,307,54,54,1.851230286,1.6121989
245452,Synprioniodina,Chordata,Conodonta,Conodontophorida,Prioniodidae,Famennian,372.2,Famennian,358.9,54,54,2.580242547,1.855202987
36618,Baptornis,Chordata,Reptilia,Hesperornithiformes,Baptornithidae,Santonian,86.3,Maastrichtian,66,69,24,7.248163281,3
36624,Ichthyornis,Chordata,Reptilia,Ichthyornithiformes,,Turonian,93.3,Campanian,72.1,86,24,5.460054284,2.380211242
35480,Lusitanichthys,Chordata,Actinopterygii,Clupeiformes,Clupavidae,Cenomanian,100.5,Cenomanian,93.3,58,24,3.208431428,1.698970004
35439,Alosa,Chordata,Actinopterygii,Clupeiformes,Clupeoidei,Priabonian,38,Holocene,0,100,24,6.715056824,2.919078092
35443,Clupea,Chordata,Actinopterygii,Clupeiformes,Clupeoidei,Ypresian,56,Holocene,0,100,24,5.995883434,2.662757832
35445,Engraulis,Chordata,Actinopterygii,Clupeiformes,Clupeoidei,Tortonian,11.62,Holocene,0,100,24,4.807203047,2.394451681
35466,Scombroclupea,Chordata,Actinopterygii,Clupeiformes,Clupeoidei,Cenomanian,100.5,Cenomanian,93.3,58,24,4.299975951,2.079181246
35440,Anchoa,Chordata,Actinopterygii,Clupeiformes,,Aquitanian,23.03,Holocene,0,100,24,5.164199852,2.380211242
35442,Chirocentrus,Chordata,Actinopterygii,Clupeiformes,,Lutetian,47.8,Holocene,0,100,24,5.587477991,3
35444,Daitingichthys,Chordata,Actinopterygii,Clupeiformes,,Tithonian,152.1,Tithonian,145,58,24,5.442417807,2.477121255
35447,Etrumeus,Chordata,Actinopterygii,Clupeiformes,,Lutetian,47.8,Holocene,0,100,24,5.561251639,2.51851394
35452,Harengula,Chordata,Actinopterygii,Clupeiformes,,Ypresian,56,Holocene,0,100,24,5.055713064,2.342422681
35453,Histiothrissa,Chordata,Actinopterygii,Clupeiformes,,Santonian,86.3,Santonian,83.6,58,24,5.215097186,2.397940009
35454,Ilisha,Chordata,Actinopterygii,Clupeiformes,,Aquitanian,23.03,Holocene,0,100,24,5.12082217,2.77815125
,Opisthonema,Chordata,Actinopterygii,Clupeiformes,,Rupelian,33.9,Holocene,0,100,24,5.548725402,2.579783597
35457,Ornategulum,Chordata,Actinopterygii,Clupeiformes,,Cenomanian,100.5,Cenomanian,93.3,58,24,4.734248756,2.230448921
35459,Pomolobus,Chordata,Actinopterygii,Clupeiformes,,Rupelian,33.9,Holocene,0,58,24,3.435752049,1.77815125
35462,Sardina,Chordata,Actinopterygii,Clupeiformes,,Chattian,28.1,Holocene,0,100,24,5.333931018,2.439332694
35463,Sardinella,Chordata,Actinopterygii,Clupeiformes,,Lutetian,47.8,Holocene,0,100,24,5.941773869,2.571708832
35464,Sardinops,Chordata,Actinopterygii,Clupeiformes,,Aquitanian,23.03,Holocene,0,100,24,5.661330404,2.596597096
35467,Stolephorus,Chordata,Actinopterygii,Clupeiformes,,Aquitanian,23.03,Holocene,0,100,24,4.619076634,2.190331698
35468,Xyne,Chordata,Actinopterygii,Clupeiformes,,Tortonian,11.62,Messinian,5.333,58,24,4.658661278,2.204119983
35488,Arius,Chordata,Actinopterygii,Siluriformes,Siluridae,Maastrichtian,72.1,Holocene,0,100,24,7.673664139,3.217483944
35234,Allothrissops,Chordata,Actinopterygii,Ichthyodectiformes,Allothrissopidae,Kimmeridgian,157.3,Tithonian,145,58,24,5.356396699,2.447158031
35252,Eubiodectes,Chordata,Actinopterygii,Ichthyodectiformes,Ichthyodectidae,Cenomanian,100.5,Cenomanian,93.3,58,24,6.264372863,2.763427994
35262,Ichthyodectes,Chordata,Actinopterygii,Ichthyodectiformes,Ichthyodectidae,Albian,113,Campanian,72.1,58,24,7.926602723,3.342422681
35308,Xiphactinus,Chordata,Actinopterygii,Ichthyodectiformes,Ichthyodectidae,Albian,113,Campanian,72.1,58,24,8.762163029,3.633468456
35310,Brychaetus,Chordata,Actinopterygii,Osteoglossiformes,Osteoglossidae,Thanetian,59.2,Ypresian,47.8,58,24,6.94354499,3
35297,Saurodon,Chordata,Actinopterygii,Osteoglossiformes,Saurocephalidae,Cenomanian,100.5,Maastrichtian,66,58,24,6.94354499,3
16400,Pinna,Mollusca,Bivalvia,Ostreida,Pinnidae,Visean,346.7,Holocene,0,57,24,8.268823174,3.079181246
16408,Pteronites,Mollusca,Bivalvia,Ostreida,Pinnidae,Visean,346.7,Capitanian,259.9,42,24,5.152034755,1.982632994
16423,Stegoconcha,Mollusca,Bivalvia,Ostreida,Pinnidae,Oxfordian,163.5,Thanetian,56,42,24,5.779882725,2.203522417
16597,Daonella,Mollusca,Bivalvia,Ostreida,Halobiidae,Anisian,247.2,Ladinian,235,42,24,4.188241613,1.643551369
16699,Halobia,Mollusca,Bivalvia,Ostreida,Halobiidae,Ladinian,242,Norian,208.5,42,24,4.977534803,1.921240435
16460,Amonotis,Mollusca,Bivalvia,Ostreida,Posidoniidae,Carnian,235,Carnian,228,42,24,3.420031912,1.373279893
16498,Aulacomyella,Mollusca,Bivalvia,Ostreida,Posidoniidae,Kimmeridgian,157.3,Kimmeridgian,152.1,42,24,3.9680506,1.566083784
16608,Didymotis,Mollusca,Bivalvia,Ostreida,Posidoniidae,Turonian,93.3,Coniacian,86.3,42,24,4.584560424,1.782984221
16943,Posidonotis,Mollusca,Bivalvia,Ostreida,Posidoniidae,Pliensbachian,190.8,Aalenian,170.3,42,24,2.932642653,1.201806643
16450,Aguilerella,Mollusca,Bivalvia,Ostreida,Bakevelliidae,Pliensbachian,190.8,Oxfordian,157.3,42,24,4.709406067,1.826907405
16510,Bakevellia,Mollusca,Bivalvia,Ostreida,Bakevelliidae,Moscovian,315.2,Maastrichtian,66,42,24,4.46161772,1.739730529
16576,Costigervillia,Mollusca,Bivalvia,Ostreida,Bakevelliidae,Bathonian,168.3,Kimmeridgian,152.1,42,24,4.608908347,1.791550305
16679,Gervillia,Mollusca,Bivalvia,Ostreida,Bakevelliidae,Olenekian,251.2,Maastrichtian,66,42,24,4.720598689,1.830845192
16710,Hoernesia,Mollusca,Bivalvia,Ostreida,Bakevelliidae,Olenekian,251.2,Rhaetian,201.3,42,24,3.922983706,1.550228353
86832,Kobayashites,Mollusca,Bivalvia,Ostreida,Bakevelliidae,Bajocian,170.3,Bajocian,168.3,42,42,3.750075841,1.489395922
17063,Tenuipteria,Mollusca,Bivalvia,Ostreida,Bakevelliidae,Campanian,83.6,Maastrichtian,66,42,24,3.789442144,1.503245771
16540,Cassianella,Mollusca,Bivalvia,Ostreida,Cassianellidae,Sakmarian,295.5,Rhaetian,201.3,42,24,3.975737568,1.568788212
16581,Crenatula,Mollusca,Bivalvia,Ostreida,Malleidae,Danian,66,Holocene,0,57,24,5.128951066,1.974511693
16625,Eligmus,Mollusca,Bivalvia,Ostreida,Malleidae,Bajocian,170.3,Callovian,163.5,42,24,4.014439429,1.582404298
16676,Gervilleioperna,Mollusca,Bivalvia,Ostreida,Malleidae,Pliensbachian,190.8,Pliensbachian,182.7,42,24,5.445244122,2.08578989
16730,Isognomon (Isogonum),Mollusca,Bivalvia,Ostreida,Malleidae,Holocene,0.0117,Holocene,0,42,42,5.93449601,2.25791845
16730,Isognomon,Mollusca,Bivalvia,Ostreida,Malleidae,Carnian,235,Holocene,0,57,24,6.349650198,2.403977964
16730,Hippochaeta,Mollusca,Bivalvia,Ostreida,Malleidae,Ypresian,56,Zanclean,3.6,57,24,6.349650198,2.403977964
61036,Malleus (Malleus),Mollusca,Bivalvia,Ostreida,Malleidae,Holocene,0.0117,Holocene,0,42,42,5.337982665,2.048053173
61036,Malleus (Malvufundus),Mollusca,Bivalvia,Ostreida,Malleidae,Holocene,0.0117,Holocene,0,42,42,5.497029025,2.104008851
16841,Nayadina (Exputens),Mollusca,Bivalvia,Ostreida,Malleidae,Bartonian,41.3,Bartonian,38,42,42,4.042216308,1.592176757
16841,Nayadina,Mollusca,Bivalvia,Ostreida,Malleidae,Cenomanian,100.5,Bartonian,38,42,24,4.506577275,1.755548196
17092,Vulsella,Mollusca,Bivalvia,Ostreida,Malleidae,Thanetian,59.2,Holocene,0,57,24,5.436704184,2.08278537
17095,Waagenoperna,Mollusca,Bivalvia,Ostreida,Malleidae,Capitanian,265.1,Norian,208.5,42,24,4.288391467,1.678786082
16746,Krumbeckiella,Mollusca,Bivalvia,Ostreida,Pergamidiidae,Norian,228,Norian,208.5,42,24,4.034615939,1.589502796
16796,Manticula,Mollusca,Bivalvia,Ostreida,Pergamidiidae,Carnian,235,Carnian,228,42,24,4.919978561,1.900991003
16867,Oretia,Mollusca,Bivalvia,Ostreida,Pergamidiidae,Carnian,235,Carnian,228,42,24,4.848625868,1.875887704
16443,Actinopterinia,Mollusca,Bivalvia,Ostreida,Pteriidae,Katian,453,Katian,445.2,42,24,2.323554518,0.987517304
16485,Arcavicula,Mollusca,Bivalvia,Ostreida,Pteriidae,Ladinian,242,Carnian,228,42,24,2.26546352,0.967079734
